
66,5,0,0
56,5,1,0.16666666666666666
53,6,56,0.3333333333333333
49,7,47,0.49999999999999994
49,49,437,0.6666666666666666
52,52,442,0.8333333333333333
54,54,446,0.9999999999999999
53,53,465,1.166666666666667
56,56,457,1.3333333333333341
61,4,0,1.5000000000000013
62,3,15,1.6666666666666685
60,4,0,1.8333333333333357
57,4,145,2.0000000000000027
56,56,503,2.1666666666666687
54,54,506,2.333333333333335
46,46,505,2.500000000000001
44,44,497,2.666666666666667
44,44,500,2.833333333333333
42,42,515,2.999999999999999
42,6,180,3.166666666666665
46,6,172,3.3333333333333313
45,8,189,3.4999999999999973
47,9,198,3.6666666666666634
38,9,178,3.8333333333333295
41,11,221,3.9999999999999956
40,10,223,4.166666666666662
39,9,166,4.333333333333328
37,19,216,4.499999999999994
39,22,247,4.66666666666666
38,25,250,4.833333333333326
35,29,265,4.999999999999992
34,33,267,5.166666666666658
35,35,267,5.333333333333324
35,40,282,5.49999999999999
39,34,286,5.666666666666656
38,37,297,5.833333333333322
35,43,306,5.9999999999999885
34,45,307,6.1666666666666545
33,47,309,6.333333333333321
28,52,312,6.499999999999987
31,56,308,6.666666666666653
26,48,306,6.833333333333319
65,10,206,6.999999999999985
61,17,306,7.166666666666651
64,12,328,7.333333333333317
62,26,341,7.499999999999983
60,7,111,7.666666666666649
61,21,389,7.833333333333315
30,68,441,7.999999999999981
72,72,434,8.166666666666648
70,70,426,8.333333333333314
71,71,425,8.49999999999998
70,70,428,8.666666666666647
67,67,436,8.833333333333313
65,65,432,8.999999999999979
62,62,431,9.166666666666645
60,60,439,9.33333333333331
58,58,439,9.499999999999977
61,61,433,9.666666666666643
62,62,422,9.833333333333309
60,60,425,9.999999999999975
59,59,422,10.166666666666641
58,58,432,10.333333333333307
59,59,434,10.499999999999973
60,60,438,10.66666666666664
57,57,442,10.833333333333306
58,58,444,10.999999999999972
60,60,444,11.166666666666638
57,57,437,11.333333333333304
56,56,438,11.49999999999997
61,61,448,11.666666666666636
60,60,449,11.833333333333302
60,60,448,11.999999999999968
56,56,451,12.166666666666634
53,53,454,12.3333333333333
55,55,460,12.499999999999966
54,54,460,12.666666666666632
52,52,457,12.833333333333298
49,49,459,12.999999999999964
45,45,457,13.16666666666663
50,50,450,13.333333333333297
42,42,444,13.499999999999963
44,44,445,13.666666666666629
43,43,446,13.833333333333295
41,41,449,13.999999999999961
40,40,447,14.166666666666627
39,39,450,14.333333333333293
39,39,447,14.49999999999996
37,37,445,14.666666666666625
39,39,444,14.833333333333291
38,38,445,14.999999999999957
37,37,450,15.166666666666623
38,38,450,15.33333333333329
36,36,446,15.499999999999956
39,39,442,15.666666666666622
40,40,441,15.833333333333288
35,35,437,15.999999999999954
34,34,440,16.16666666666663
35,35,439,16.333333333333304
36,36,435,16.49999999999998
38,38,434,16.666666666666654
41,41,431,16.83333333333333
37,37,428,17.000000000000004
37,37,427,17.16666666666668
37,37,427,17.333333333333353
37,37,430,17.50000000000003
41,41,430,17.666666666666703
37,37,432,17.83333333333338
37,37,436,18.000000000000053
37,37,445,18.16666666666673
38,38,448,18.333333333333403
38,38,448,18.500000000000078
38,38,450,18.666666666666753
37,37,452,18.833333333333428
37,37,454,19.000000000000103
37,37,454,19.166666666666778
38,38,451,19.333333333333453
39,39,452,19.500000000000128
37,37,454,19.666666666666803
37,37,457,19.833333333333478
39,12,379,20.000000000000153
41,11,393,20.166666666666828
41,9,401,20.333333333333503
45,16,390,20.500000000000178
44,44,462,20.666666666666853
45,20,355,20.833333333333528
50,26,354,21.000000000000203
64,64,454,21.166666666666877
62,62,451,21.333333333333552
62,62,448,21.500000000000227
62,62,457,21.666666666666902
62,62,449,21.833333333333577
60,60,449,22.000000000000252
58,58,457,22.166666666666927
59,59,458,22.333333333333602
60,60,454,22.500000000000277
62,62,463,22.666666666666952
64,64,460,22.833333333333627
29,63,460,23.000000000000302
63,63,470,23.166666666666977
62,62,465,23.333333333333652
60,60,483,23.500000000000327
64,64,480,23.666666666667002
66,66,483,23.833333333333677
64,64,475,24.00000000000035
58,58,477,24.166666666667027
58,58,471,24.3333333333337
57,57,462,24.500000000000377
56,56,458,24.66666666666705
57,57,458,24.833333333333727
59,59,454,25.0000000000004
58,58,457,25.166666666667076
56,56,459,25.33333333333375
57,57,459,25.500000000000426
58,58,459,25.6666666666671
57,57,457,25.833333333333776
53,53,450,26.00000000000045
54,54,446,26.166666666667126
53,53,447,26.3333333333338
49,49,448,26.500000000000476
50,50,450,26.66666666666715
52,52,462,26.833333333333826
52,52,460,27.0000000000005
52,52,460,27.166666666667176
50,50,464,27.33333333333385
49,49,472,27.500000000000526
48,48,471,27.6666666666672
49,49,470,27.833333333333876
51,51,472,28.00000000000055
44,44,471,28.166666666667226
46,46,473,28.3333333333339
43,43,472,28.500000000000576
39,39,483,28.66666666666725
38,38,479,28.833333333333925
37,8,208,29.0000000000006
36,36,477,29.166666666667275
36,9,246,29.33333333333395
35,13,202,29.500000000000625
31,19,218,29.6666666666673
30,21,217,29.833333333333975
30,22,220,30.00000000000065
29,9,221,30.166666666667325
28,10,227,30.333333333334
28,23,237,30.500000000000675
26,22,246,30.66666666666735
27,31,277,30.833333333334025
27,19,307,31.0000000000007
26,43,290,31.166666666667375
25,51,299,31.33333333333405
25,47,267,31.500000000000725
27,39,312,31.6666666666674
24,13,282,31.833333333334075
24,10,282,32.000000000000746
58,25,341,32.1666666666674
24,40,350,32.33333333333406
66,66,428,32.50000000000072
70,70,405,32.666666666667375
70,70,406,32.83333333333403
70,70,395,33.00000000000069
70,70,375,33.166666666667346
71,71,361,33.333333333334004
80,80,348,33.50000000000066
83,83,346,33.66666666666732
82,82,343,33.833333333333975
78,78,343,34.00000000000063
68,68,348,34.16666666666729
65,65,350,34.33333333333395
64,64,354,34.500000000000604
67,67,358,34.66666666666726
59,59,358,34.83333333333392
59,59,367,35.000000000000576
59,59,369,35.16666666666723
62,62,371,35.33333333333389
62,62,371,35.50000000000055
62,62,377,35.666666666667204
60,60,382,35.83333333333386
59,59,391,36.00000000000052
58,58,398,36.166666666667176
56,56,401,36.33333333333383
55,55,405,36.50000000000049
55,55,407,36.66666666666715
53,53,406,36.833333333333805
53,53,412,37.00000000000046
56,56,414,37.16666666666712
57,57,422,37.333333333333776
56,56,425,37.50000000000043
56,56,431,37.66666666666709
56,56,438,37.83333333333375
60,60,439,38.000000000000405
59,59,444,38.16666666666706
56,56,436,38.33333333333372
56,56,440,38.50000000000038
55,55,445,38.666666666667034
50,50,449,38.83333333333369
53,53,454,39.00000000000035
53,53,460,39.166666666667005
51,51,472,39.33333333333366
49,49,472,39.50000000000032
48,48,472,39.66666666666698
45,45,465,39.833333333333634
44,44,463,40.00000000000029
41,41,456,40.16666666666695
40,40,460,40.333333333333606
37,37,456,40.50000000000026
37,37,457,40.66666666666692
37,37,453,40.83333333333358
35,35,449,41.000000000000234
34,34,451,41.16666666666689
34,34,453,41.33333333333355
38,38,451,41.500000000000206
34,34,451,41.66666666666686
31,31,445,41.83333333333352
33,33,434,42.00000000000018
33,33,430,42.166666666666835
33,33,429,42.33333333333349
31,31,436,42.50000000000015
30,30,427,42.666666666666806
28,28,426,42.833333333333464
28,28,433,43.00000000000012
28,28,433,43.16666666666678
27,27,421,43.333333333333435
29,29,417,43.50000000000009
34,34,409,43.66666666666675
36,36,406,43.83333333333341
38,38,403,44.000000000000064
39,39,399,44.16666666666672
40,40,386,44.33333333333338
43,43,377,44.500000000000036
44,44,376,44.66666666666669
43,43,371,44.83333333333335
43,43,368,45.00000000000001
43,43,357,45.166666666666664
42,42,354,45.33333333333332
44,44,353,45.49999999999998
44,44,352,45.666666666666636
44,44,350,45.83333333333329
45,45,348,45.99999999999995
45,45,350,46.16666666666661
45,45,355,46.333333333333265
45,45,353,46.49999999999992
45,45,356,46.66666666666658
45,45,361,46.833333333333236
49,49,364,46.99999999999989
51,51,368,47.16666666666655
56,56,374,47.33333333333321
54,54,378,47.499999999999865
54,54,384,47.66666666666652
55,55,392,47.83333333333318
57,57,393,47.99999999999984
57,57,396,48.166666666666494
57,57,404,48.33333333333315
54,54,410,48.49999999999981
57,57,408,48.666666666666465
53,53,414,48.83333333333312
52,52,416,48.99999999999978
52,52,422,49.16666666666644
52,52,419,49.333333333333094
52,52,414,49.49999999999975
53,53,419,49.66666666666641
51,51,422,49.833333333333066
47,47,421,49.99999999999972
47,47,415,50.16666666666638
46,46,420,50.33333333333304
48,48,419,50.499999999999694
49,49,428,50.66666666666635
49,49,431,50.83333333333301
43,43,446,50.999999999999666
43,43,454,51.16666666666632
42,42,452,51.33333333333298
38,38,453,51.49999999999964
36,36,457,51.666666666666295
36,36,467,51.83333333333295
41,41,480,51.99999999999961
44,44,487,52.166666666666266
38,38,493,52.333333333332924
40,40,497,52.49999999999958
40,40,498,52.66666666666624
37,37,496,52.833333333332895
39,39,493,52.99999999999955
33,33,494,53.16666666666621
32,32,499,53.33333333333287
30,30,485,53.499999999999524
29,29,484,53.66666666666618
27,27,481,53.83333333333284
30,30,478,53.999999999999496
31,31,476,54.16666666666615
27,27,475,54.33333333333281
26,26,469,54.49999999999947
25,25,465,54.666666666666124
25,25,467,54.83333333333278
26,26,464,54.99999999999944
25,25,459,55.166666666666096
25,25,450,55.33333333333275
27,27,450,55.49999999999941
27,27,448,55.66666666666607
27,27,437,55.833333333332725
26,26,439,55.99999999999938
27,27,435,56.16666666666604
27,27,437,56.333333333332696
27,27,432,56.49999999999935
27,27,426,56.66666666666601
27,27,435,56.83333333333267
25,25,438,56.999999999999325
26,26,430,57.16666666666598
27,27,423,57.33333333333264
30,30,424,57.4999999999993
30,30,415,57.666666666665954
30,30,414,57.83333333333261
30,30,417,57.99999999999927
32,32,417,58.166666666665925
32,32,415,58.33333333333258
35,35,410,58.49999999999924
32,32,416,58.6666666666659
35,35,420,58.833333333332554
34,34,430,58.99999999999921
36,36,433,59.16666666666587
36,36,430,59.333333333332526
36,36,421,59.49999999999918
36,36,428,59.66666666666584
36,36,425,59.8333333333325
37,37,419,59.999999999999154
37,37,433,60.16666666666581
37,37,424,60.33333333333247
37,37,421,60.499999999999126
37,37,447,60.66666666666578
37,37,449,60.83333333333244
37,37,449,60.9999999999991
37,37,439,61.166666666665755
36,36,445,61.33333333333241
35,35,444,61.49999999999907
35,35,440,61.666666666665726
36,36,440,61.833333333332384
35,35,445,61.99999999999904
35,35,449,62.1666666666657
35,35,445,62.333333333332355
35,35,446,62.49999999999901
35,35,449,62.66666666666567
35,35,451,62.83333333333233
35,35,443,62.999999999998984
37,37,443,63.16666666666564
35,35,444,63.3333333333323
34,34,442,63.499999999998956
34,34,441,63.66666666666561
34,34,442,63.83333333333227
32,32,445,63.99999999999893
33,33,449,64.16666666666559
33,33,451,64.33333333333225
33,33,465,64.4999999999989
32,32,470,64.66666666666556
32,32,477,64.83333333333222
33,33,482,64.99999999999888
33,33,497,65.16666666666553
33,33,505,65.33333333333219
33,33,507,65.49999999999885
31,31,514,65.6666666666655
32,32,519,65.83333333333216
31,31,529,65.99999999999882
31,31,537,66.16666666666548
31,31,540,66.33333333333213
30,30,546,66.49999999999879
30,30,557,66.66666666666545
31,31,564,66.8333333333321
31,31,567,66.99999999999876
30,30,583,67.16666666666542
30,30,582,67.33333333333208
31,31,581,67.49999999999874
32,32,578,67.66666666666539
32,32,579,67.83333333333205
33,33,582,67.9999999999987
32,32,589,68.16666666666536
29,29,590,68.33333333333202
30,30,598,68.49999999999868
30,30,608,68.66666666666534
11,28,654,68.83333333333199
11,26,650,68.99999999999865
24,24,606,69.16666666666531
31,7,512,69.33333333333196
11,6,513,69.49999999999862
7,8,515,69.66666666666528
16,7,141,69.83333333333194
16,6,142,69.9999999999986
14,8,148,70.16666666666525
9,9,420,70.33333333333191
7,12,440,70.49999999999856
5,15,142,70.66666666666522
12,29,456,70.83333333333188
32,32,434,70.99999999999854
17,17,460,71.1666666666652
36,36,444,71.33333333333185
45,45,452,71.49999999999851
11,51,482,71.66666666666517
15,43,488,71.83333333333182
66,66,493,71.99999999999848
61,61,501,72.16666666666514
49,49,510,72.3333333333318
50,50,527,72.49999999999845
54,54,538,72.66666666666511
57,57,542,72.83333333333177
55,55,544,72.99999999999842
49,49,546,73.16666666666508
45,45,554,73.33333333333174
8,14,252,73.4999999999984
45,45,559,73.66666666666505
48,16,271,73.83333333333171
48,48,569,73.99999999999837
50,50,563,74.16666666666502
50,50,561,74.33333333333168
47,47,559,74.49999999999834
48,48,567,74.666666666665
44,44,570,74.83333333333165
43,43,584,74.99999999999831
43,43,597,75.16666666666497
44,44,606,75.33333333333162
44,44,611,75.49999999999828
44,44,612,75.66666666666494
42,42,621,75.8333333333316
